sip_id,investor_id,amfi_code,sip_amount,start_date,end_date,status
SIP878,INV03442,125,1000,2022-01-01,2025-12-31,Active
SIP879,INV01925,121,10000,2022-01-01,2025-12-31,Active
SIP880,INV04405,130,5000,2022-01-01,2025-12-31,Active
SIP881,INV03729,137,10000,2022-01-01,2025-12-31,Active
SIP882,INV01649,103,10000,2022-01-01,2025-12-31,Active
SIP883,INV00118,103,1000,2022-01-01,2025-12-31,Active
SIP884,INV04544,119,5000,2022-01-01,2025-12-31,Active
SIP885,INV04202,120,10000,2022-01-01,2025-12-31,Active
SIP886,INV04790,127,1000,2022-01-01,2025-12-31,Active
SIP887,INV03467,129,1000,2022-01-01,2025-12-31,Active
SIP888,INV00684,101,500,2022-01-01,2025-12-31,Active
SIP889,INV02175,118,10000,2022-01-01,2025-12-31,Active
SIP890,INV03804,104,10000,2022-01-01,2025-12-31,Active
SIP891,INV03615,121,10000,2022-01-01,2025-12-31,Active
SIP892,INV01243,132,1000,2022-01-01,2025-12-31,Active
SIP893,INV04793,131,5000,2022-01-01,2025-12-31,Active
SIP894,INV03754,128,500,2022-01-01,2025-12-31,Active
SIP895,INV01618,115,500,2022-01-01,2025-12-31,Active
SIP896,INV02465,131,5000,2022-01-01,2025-12-31,Active
SIP897,INV01351,116,1000,2022-01-01,2025-12-31,Active
SIP898,INV03194,102,500,2022-01-01,2025-12-31,Active
SIP899,INV03129,125,10000,2022-01-01,2025-12-31,Active
SIP900,INV01653,119,5000,2022-01-01,2025-12-31,Active
SIP901,INV01467,115,10000,2022-01-01,2025-12-31,Active
SIP902,INV04142,105,5000,2022-01-01,2025-12-31,Active
SIP903,INV02837,132,1000,2022-01-01,2025-12-31,Active
SIP904,INV01240,108,500,2022-01-01,2025-12-31,Active
SIP905,INV00712,128,10000,2022-01-01,2025-12-31,Active
SIP906,INV01639,120,10000,2022-01-01,2025-12-31,Active
SIP907,INV03546,106,10000,2022-01-01,2025-12-31,Active
SIP908,INV01228,107,500,2022-01-01,2025-12-31,Active
SIP909,INV02566,113,1000,2022-01-01,2025-12-31,Active
SIP910,INV03782,120,5000,2022-01-01,2025-12-31,Active
SIP911,INV04407,123,500,2022-01-01,2025-12-31,Active
SIP912,INV00901,107,500,2022-01-01,2025-12-31,Active
SIP913,INV04130,130,5000,2022-01-01,2025-12-31,Active
SIP914,INV01987,136,1000,2022-01-01,2025-12-31,Active
SIP915,INV04764,105,500,2022-01-01,2025-12-31,Active
SIP916,INV03758,137,500,2022-01-01,2025-12-31,Active
SIP917,INV01750,121,1000,2022-01-01,2025-12-31,Active
SIP918,INV04627,136,5000,2022-01-01,2025-12-31,Active
SIP919,INV02539,110,5000,2022-01-01,2025-12-31,Active
SIP920,INV02100,134,5000,2022-01-01,2025-12-31,Active
SIP921,INV02185,134,10000,2022-01-01,2025-12-31,Active
SIP922,INV01324,136,10000,2022-01-01,2025-12-31,Active
SIP923,INV03760,113,1000,2022-01-01,2025-12-31,Active
SIP924,INV03165,118,500,2022-01-01,2025-12-31,Active
SIP925,INV04615,103,1000,2022-01-01,2025-12-31,Active
SIP926,INV01062,111,10000,2022-01-01,2025-12-31,Active
SIP927,INV04374,111,5000,2022-01-01,2025-12-31,Active
SIP928,INV04730,119,1000,2022-01-01,2025-12-31,Active
SIP929,INV00741,122,500,2022-01-01,2025-12-31,Active
SIP930,INV02546,135,1000,2022-01-01,2025-12-31,Active
SIP931,INV01074,122,500,2022-01-01,2025-12-31,Active
SIP932,INV04535,131,10000,2022-01-01,2025-12-31,Active
SIP933,INV00048,109,10000,2022-01-01,2025-12-31,Active
SIP934,INV00710,125,1000,2022-01-01,2025-12-31,Active
SIP935,INV03743,126,10000,2022-01-01,2025-12-31,Active
SIP936,INV02479,115,500,2022-01-01,2025-12-31,Active
SIP937,INV02894,109,500,2022-01-01,2025-12-31,Active
SIP938,INV00744,100,500,2022-01-01,2025-12-31,Active
SIP939,INV01385,136,5000,2022-01-01,2025-12-31,Active
SIP940,INV00571,127,5000,2022-01-01,2025-12-31,Active
SIP941,INV01977,125,500,2022-01-01,2025-12-31,Active
SIP942,INV03626,139,10000,2022-01-01,2025-12-31,Active
SIP943,INV02057,101,500,2022-01-01,2025-12-31,Active
SIP944,INV01252,133,500,2022-01-01,2025-12-31,Active
SIP945,INV02885,123,500,2022-01-01,2025-12-31,Active
SIP946,INV00286,105,10000,2022-01-01,2025-12-31,Active
SIP947,INV04837,107,5000,2022-01-01,2025-12-31,Active
SIP948,INV01183,124,1000,2022-01-01,2025-12-31,Active
SIP949,INV00262,125,1000,2022-01-01,2025-12-31,Active
SIP950,INV02807,116,5000,2022-01-01,2025-12-31,Active
SIP951,INV01330,122,1000,2022-01-01,2025-12-31,Active
SIP952,INV00877,118,10000,2022-01-01,2025-12-31,Active
SIP953,INV03844,124,5000,2022-01-01,2025-12-31,Active
SIP954,INV01002,120,500,2022-01-01,2025-12-31,Active
SIP955,INV04373,101,5000,2022-01-01,2025-12-31,Active
SIP956,INV03449,133,5000,2022-01-01,2025-12-31,Active
SIP957,INV00939,118,5000,2022-01-01,2025-12-31,Active
SIP958,INV04468,116,5000,2022-01-01,2025-12-31,Active
SIP959,INV03050,108,10000,2022-01-01,2025-12-31,Active
SIP960,INV01403,136,500,2022-01-01,2025-12-31,Active
SIP961,INV04655,138,500,2022-01-01,2025-12-31,Active
SIP962,INV03751,122,5000,2022-01-01,2025-12-31,Active
SIP963,INV04800,129,5000,2022-01-01,2025-12-31,Active
SIP964,INV02864,102,500,2022-01-01,2025-12-31,Active
SIP965,INV01519,113,10000,2022-01-01,2025-12-31,Active
SIP966,INV01338,133,1000,2022-01-01,2025-12-31,Active
SIP967,INV02864,126,500,2022-01-01,2025-12-31,Active
SIP968,INV01680,105,500,2022-01-01,2025-12-31,Active
SIP969,INV04094,129,10000,2022-01-01,2025-12-31,Active
SIP970,INV02242,104,10000,2022-01-01,2025-12-31,Active
SIP971,INV04430,112,500,2022-01-01,2025-12-31,Active
SIP972,INV04448,112,10000,2022-01-01,2025-12-31,Active
SIP973,INV00112,102,5000,2022-01-01,2025-12-31,Active
SIP974,INV04625,130,5000,2022-01-01,2025-12-31,Active
SIP975,INV02467,132,500,2022-01-01,2025-12-31,Active
SIP976,INV02473,116,1000,2022-01-01,2025-12-31,Active
SIP977,INV00531,132,500,2022-01-01,2025-12-31,Active
SIP978,INV02203,135,500,2022-01-01,2025-12-31,Active
SIP979,INV01642,137,1000,2022-01-01,2025-12-31,Active
SIP980,INV01382,123,500,2022-01-01,2025-12-31,Active
SIP981,INV00674,121,500,2022-01-01,2025-12-31,Active
SIP982,INV04724,129,10000,2022-01-01,2025-12-31,Active
SIP983,INV03793,137,1000,2022-01-01,2025-12-31,Active
SIP984,INV00712,107,5000,2022-01-01,2025-12-31,Active
SIP985,INV02240,111,5000,2022-01-01,2025-12-31,Active
SIP986,INV03723,111,10000,2022-01-01,2025-12-31,Active
SIP987,INV00170,133,5000,2022-01-01,2025-12-31,Active
SIP988,INV01132,107,1000,2022-01-01,2025-12-31,Active
SIP989,INV02764,136,500,2022-01-01,2025-12-31,Active
SIP990,INV03665,138,5000,2022-01-01,2025-12-31,Active
SIP991,INV02428,117,5000,2022-01-01,2025-12-31,Active
SIP992,INV02200,113,5000,2022-01-01,2025-12-31,Active
SIP993,INV01933,121,500,2022-01-01,2025-12-31,Active
SIP994,INV01187,121,1000,2022-01-01,2025-12-31,Active
SIP995,INV02647,132,500,2022-01-01,2025-12-31,Active
SIP996,INV02831,134,500,2022-01-01,2025-12-31,Active
SIP997,INV01985,117,500,2022-01-01,2025-12-31,Active
SIP998,INV02112,125,1000,2022-01-01,2025-12-31,Active
SIP999,INV01294,132,5000,2022-01-01,2025-12-31,Active
SIP1000,INV02595,114,1000,2022-01-01,2025-12-31,Active
SIP1001,INV01347,130,500,2022-01-01,2025-12-31,Active
SIP1002,INV00568,102,10000,2022-01-01,2025-12-31,Active
SIP1003,INV00623,135,1000,2022-01-01,2025-12-31,Active
SIP1004,INV00543,133,1000,2022-01-01,2025-12-31,Active
SIP1005,INV04989,101,1000,2022-01-01,2025-12-31,Active
SIP1006,INV03956,138,5000,2022-01-01,2025-12-31,Active
SIP1007,INV04485,103,5000,2022-01-01,2025-12-31,Active
SIP1008,INV01988,103,5000,2022-01-01,2025-12-31,Active
SIP1009,INV02905,117,500,2022-01-01,2025-12-31,Active
SIP1010,INV00714,133,10000,2022-01-01,2025-12-31,Active
SIP1011,INV01773,109,1000,2022-01-01,2025-12-31,Active
SIP1012,INV02966,109,1000,2022-01-01,2025-12-31,Active
SIP1013,INV02086,110,5000,2022-01-01,2025-12-31,Active
SIP1014,INV04722,119,5000,2022-01-01,2025-12-31,Active
SIP1015,INV04372,133,1000,2022-01-01,2025-12-31,Active
SIP1016,INV04662,139,500,2022-01-01,2025-12-31,Active
SIP1017,INV00565,123,5000,2022-01-01,2025-12-31,Active
SIP1018,INV01633,127,10000,2022-01-01,2025-12-31,Active
SIP1019,INV00551,134,500,2022-01-01,2025-12-31,Active
SIP1020,INV00343,105,10000,2022-01-01,2025-12-31,Active
SIP1021,INV00066,105,10000,2022-01-01,2025-12-31,Active
SIP1022,INV00165,113,5000,2022-01-01,2025-12-31,Active
SIP1023,INV00514,128,10000,2022-01-01,2025-12-31,Active
SIP1024,INV04820,128,5000,2022-01-01,2025-12-31,Active
SIP1025,INV04812,100,5000,2022-01-01,2025-12-31,Active
SIP1026,INV04747,138,500,2022-01-01,2025-12-31,Active
SIP1027,INV04753,114,1000,2022-01-01,2025-12-31,Active
SIP1028,INV02845,137,5000,2022-01-01,2025-12-31,Active
SIP1029,INV00408,123,5000,2022-01-01,2025-12-31,Active
SIP1030,INV03807,134,500,2022-01-01,2025-12-31,Active
SIP1031,INV04813,103,5000,2022-01-01,2025-12-31,Active
SIP1032,INV02394,125,1000,2022-01-01,2025-12-31,Active
SIP1033,INV03740,113,500,2022-01-01,2025-12-31,Active
SIP1034,INV00847,120,5000,2022-01-01,2025-12-31,Active
SIP1035,INV04273,108,10000,2022-01-01,2025-12-31,Active
SIP1036,INV00002,107,10000,2022-01-01,2025-12-31,Active
SIP1037,INV00266,118,1000,2022-01-01,2025-12-31,Active
SIP1038,INV02018,106,500,2022-01-01,2025-12-31,Active
SIP1039,INV01757,114,1000,2022-01-01,2025-12-31,Active
SIP1040,INV03436,110,1000,2022-01-01,2025-12-31,Active
SIP1041,INV01592,128,500,2022-01-01,2025-12-31,Active
SIP1042,INV00429,118,5000,2022-01-01,2025-12-31,Active
SIP1043,INV02900,128,5000,2022-01-01,2025-12-31,Active
SIP1044,INV04650,133,500,2022-01-01,2025-12-31,Active
SIP1045,INV04413,127,5000,2022-01-01,2025-12-31,Active
SIP1046,INV03758,109,500,2022-01-01,2025-12-31,Active
SIP1047,INV02496,134,5000,2022-01-01,2025-12-31,Active
SIP1048,INV04314,103,10000,2022-01-01,2025-12-31,Active
SIP1049,INV04726,124,1000,2022-01-01,2025-12-31,Active
SIP1050,INV00967,126,500,2022-01-01,2025-12-31,Active
SIP1051,INV03650,127,5000,2022-01-01,2025-12-31,Active
SIP1052,INV03495,109,500,2022-01-01,2025-12-31,Active
SIP1053,INV01180,100,10000,2022-01-01,2025-12-31,Active
SIP1054,INV03043,100,500,2022-01-01,2025-12-31,Active
SIP1055,INV02392,132,1000,2022-01-01,2025-12-31,Active
SIP1056,INV01742,113,5000,2022-01-01,2025-12-31,Active
SIP1057,INV03342,117,5000,2022-01-01,2025-12-31,Active
SIP1058,INV04848,120,10000,2022-01-01,2025-12-31,Active
SIP1059,INV04446,108,5000,2022-01-01,2025-12-31,Active
SIP1060,INV04415,130,1000,2022-01-01,2025-12-31,Active
SIP1061,INV00172,136,500,2022-01-01,2025-12-31,Active
SIP1062,INV01009,106,5000,2022-01-01,2025-12-31,Active
SIP1063,INV01943,135,1000,2022-01-01,2025-12-31,Active
SIP1064,INV03882,134,5000,2022-01-01,2025-12-31,Active
SIP1065,INV01438,105,1000,2022-01-01,2025-12-31,Active
SIP1066,INV04901,116,1000,2022-01-01,2025-12-31,Active
SIP1067,INV01799,136,10000,2022-01-01,2025-12-31,Active
SIP1068,INV02317,116,1000,2022-01-01,2025-12-31,Active
SIP1069,INV00962,136,1000,2022-01-01,2025-12-31,Active
SIP1070,INV00540,118,5000,2022-01-01,2025-12-31,Active
SIP1071,INV01920,103,1000,2022-01-01,2025-12-31,Active
SIP1072,INV04996,139,500,2022-01-01,2025-12-31,Active
SIP1073,INV04237,138,10000,2022-01-01,2025-12-31,Active
SIP1074,INV00055,139,500,2022-01-01,2025-12-31,Active
SIP1075,INV00387,113,1000,2022-01-01,2025-12-31,Active
SIP1076,INV02368,137,5000,2022-01-01,2025-12-31,Active
SIP1077,INV04238,103,1000,2022-01-01,2025-12-31,Active
SIP1078,INV03337,116,500,2022-01-01,2025-12-31,Active
SIP1079,INV01514,114,5000,2022-01-01,2025-12-31,Active
SIP1080,INV00386,118,5000,2022-01-01,2025-12-31,Active
SIP1081,INV04974,128,10000,2022-01-01,2025-12-31,Active
SIP1082,INV02926,121,500,2022-01-01,2025-12-31,Active
SIP1083,INV02379,104,1000,2022-01-01,2025-12-31,Active
SIP1084,INV01552,115,10000,2022-01-01,2025-12-31,Active
SIP1085,INV00185,117,500,2022-01-01,2025-12-31,Active
SIP1086,INV00759,118,10000,2022-01-01,2025-12-31,Active
SIP1087,INV04541,124,10000,2022-01-01,2025-12-31,Active
SIP1088,INV04935,106,500,2022-01-01,2025-12-31,Active
SIP1089,INV00097,101,1000,2022-01-01,2025-12-31,Active
SIP1090,INV02015,100,5000,2022-01-01,2025-12-31,Active
SIP1091,INV00619,137,5000,2022-01-01,2025-12-31,Active
SIP1092,INV03786,125,5000,2022-01-01,2025-12-31,Active
SIP1093,INV04128,125,5000,2022-01-01,2025-12-31,Active
SIP1094,INV02367,102,10000,2022-01-01,2025-12-31,Active
SIP1095,INV00462,108,500,2022-01-01,2025-12-31,Active
SIP1096,INV00283,130,5000,2022-01-01,2025-12-31,Active
SIP1097,INV00533,132,5000,2022-01-01,2025-12-31,Active
SIP1098,INV00380,111,10000,2022-01-01,2025-12-31,Active
SIP1099,INV01726,100,500,2022-01-01,2025-12-31,Active
SIP1100,INV03635,137,5000,2022-01-01,2025-12-31,Active
SIP1101,INV03863,102,1000,2022-01-01,2025-12-31,Active
SIP1102,INV03678,135,5000,2022-01-01,2025-12-31,Active
SIP1103,INV04762,131,1000,2022-01-01,2025-12-31,Active
SIP1104,INV00057,114,500,2022-01-01,2025-12-31,Active
SIP1105,INV02867,121,5000,2022-01-01,2025-12-31,Active
SIP1106,INV02234,110,10000,2022-01-01,2025-12-31,Active
SIP1107,INV02718,122,1000,2022-01-01,2025-12-31,Active
SIP1108,INV01280,100,1000,2022-01-01,2025-12-31,Active
SIP1109,INV04253,131,500,2022-01-01,2025-12-31,Active
SIP1110,INV00389,129,10000,2022-01-01,2025-12-31,Active
SIP1111,INV00406,139,10000,2022-01-01,2025-12-31,Active
SIP1112,INV02640,123,1000,2022-01-01,2025-12-31,Active
SIP1113,INV01993,113,5000,2022-01-01,2025-12-31,Active
SIP1114,INV01452,113,500,2022-01-01,2025-12-31,Active
SIP1115,INV03737,109,1000,2022-01-01,2025-12-31,Active
SIP1116,INV01049,124,1000,2022-01-01,2025-12-31,Active
SIP1117,INV03331,120,1000,2022-01-01,2025-12-31,Active
SIP1118,INV01901,111,10000,2022-01-01,2025-12-31,Active
SIP1119,INV04393,137,1000,2022-01-01,2025-12-31,Active
SIP1120,INV01553,105,1000,2022-01-01,2025-12-31,Active
SIP1121,INV02945,114,1000,2022-01-01,2025-12-31,Active
SIP1122,INV03348,119,1000,2022-01-01,2025-12-31,Active
SIP1123,INV02039,114,1000,2022-01-01,2025-12-31,Active
SIP1124,INV02220,113,500,2022-01-01,2025-12-31,Active
SIP1125,INV00344,136,5000,2022-01-01,2025-12-31,Active
SIP1126,INV00750,101,10000,2022-01-01,2025-12-31,Active
SIP1127,INV03724,105,5000,2022-01-01,2025-12-31,Active
SIP1128,INV02236,127,500,2022-01-01,2025-12-31,Active
SIP1129,INV03493,117,10000,2022-01-01,2025-12-31,Active
SIP1130,INV03554,134,10000,2022-01-01,2025-12-31,Active
SIP1131,INV02758,133,5000,2022-01-01,2025-12-31,Active
SIP1132,INV01130,114,1000,2022-01-01,2025-12-31,Active
SIP1133,INV03013,113,10000,2022-01-01,2025-12-31,Active
SIP1134,INV03192,107,1000,2022-01-01,2025-12-31,Active
SIP1135,INV03668,109,1000,2022-01-01,2025-12-31,Active
SIP1136,INV03636,101,5000,2022-01-01,2025-12-31,Active
SIP1137,INV03025,109,1000,2022-01-01,2025-12-31,Active
SIP1138,INV04952,124,1000,2022-01-01,2025-12-31,Active
SIP1139,INV01267,130,500,2022-01-01,2025-12-31,Active
SIP1140,INV04691,139,500,2022-01-01,2025-12-31,Active
SIP1141,INV03888,116,500,2022-01-01,2025-12-31,Active
SIP1142,INV03938,139,5000,2022-01-01,2025-12-31,Active
SIP1143,INV01468,101,10000,2022-01-01,2025-12-31,Active
SIP1144,INV02163,137,500,2022-01-01,2025-12-31,Active
SIP1145,INV02203,134,10000,2022-01-01,2025-12-31,Active
SIP1146,INV00248,100,5000,2022-01-01,2025-12-31,Active
SIP1147,INV04538,126,500,2022-01-01,2025-12-31,Active
SIP1148,INV00654,127,10000,2022-01-01,2025-12-31,Active
SIP1149,INV02168,127,500,2022-01-01,2025-12-31,Active
SIP1150,INV04978,132,1000,2022-01-01,2025-12-31,Active
SIP1151,INV02976,132,1000,2022-01-01,2025-12-31,Active
SIP1152,INV04004,136,500,2022-01-01,2025-12-31,Active
SIP1153,INV01282,104,10000,2022-01-01,2025-12-31,Active
SIP1154,INV04255,132,1000,2022-01-01,2025-12-31,Active
SIP1155,INV02799,110,5000,2022-01-01,2025-12-31,Active
SIP1156,INV04642,130,1000,2022-01-01,2025-12-31,Active
SIP1157,INV01494,106,1000,2022-01-01,2025-12-31,Active
SIP1158,INV03103,136,500,2022-01-01,2025-12-31,Active
SIP1159,INV04703,129,10000,2022-01-01,2025-12-31,Active
SIP1160,INV02377,125,1000,2022-01-01,2025-12-31,Active
SIP1161,INV01587,104,1000,2022-01-01,2025-12-31,Active
SIP1162,INV02374,113,500,2022-01-01,2025-12-31,Active
SIP1163,INV04145,125,5000,2022-01-01,2025-12-31,Active
SIP1164,INV04626,110,1000,2022-01-01,2025-12-31,Active
SIP1165,INV03339,125,1000,2022-01-01,2025-12-31,Active
SIP1166,INV02101,104,10000,2022-01-01,2025-12-31,Active
SIP1167,INV01418,107,500,2022-01-01,2025-12-31,Active
SIP1168,INV04912,128,1000,2022-01-01,2025-12-31,Active
SIP1169,INV02405,127,500,2022-01-01,2025-12-31,Active
SIP1170,INV00059,111,1000,2022-01-01,2025-12-31,Active
SIP1171,INV01632,122,500,2022-01-01,2025-12-31,Active
SIP1172,INV01277,114,1000,2022-01-01,2025-12-31,Active
SIP1173,INV00953,109,1000,2022-01-01,2025-12-31,Active
SIP1174,INV01525,132,1000,2022-01-01,2025-12-31,Active
SIP1175,INV01414,119,10000,2022-01-01,2025-12-31,Active
SIP1176,INV00118,101,1000,2022-01-01,2025-12-31,Active
SIP1177,INV01599,120,500,2022-01-01,2025-12-31,Active
SIP1178,INV01731,107,1000,2022-01-01,2025-12-31,Active
SIP1179,INV02976,116,5000,2022-01-01,2025-12-31,Active
SIP1180,INV04305,117,10000,2022-01-01,2025-12-31,Active
SIP1181,INV02549,115,5000,2022-01-01,2025-12-31,Active
SIP1182,INV00707,114,5000,2022-01-01,2025-12-31,Active
SIP1183,INV03084,122,1000,2022-01-01,2025-12-31,Active
SIP1184,INV03936,110,500,2022-01-01,2025-12-31,Active
SIP1185,INV00574,124,1000,2022-01-01,2025-12-31,Active
SIP1186,INV01641,104,1000,2022-01-01,2025-12-31,Active
SIP1187,INV04650,108,1000,2022-01-01,2025-12-31,Active
SIP1188,INV03607,133,10000,2022-01-01,2025-12-31,Active
SIP1189,INV00118,126,500,2022-01-01,2025-12-31,Active
SIP1190,INV04832,132,10000,2022-01-01,2025-12-31,Active
SIP1191,INV02196,124,5000,2022-01-01,2025-12-31,Active
SIP1192,INV01393,135,1000,2022-01-01,2025-12-31,Active
SIP1193,INV04369,100,500,2022-01-01,2025-12-31,Active
SIP1194,INV01858,106,5000,2022-01-01,2025-12-31,Active
SIP1195,INV04425,110,1000,2022-01-01,2025-12-31,Active
SIP1196,INV04823,128,1000,2022-01-01,2025-12-31,Active
SIP1197,INV02154,119,10000,2022-01-01,2025-12-31,Active
SIP1198,INV04164,100,500,2022-01-01,2025-12-31,Active
SIP1199,INV01842,110,10000,2022-01-01,2025-12-31,Active
SIP1200,INV04990,139,10000,2022-01-01,2025-12-31,Active
SIP1201,INV00965,112,10000,2022-01-01,2025-12-31,Active
SIP1202,INV00520,130,1000,2022-01-01,2025-12-31,Active
SIP1203,INV03369,116,500,2022-01-01,2025-12-31,Active
SIP1204,INV01911,124,1000,2022-01-01,2025-12-31,Active
SIP1205,INV04177,116,10000,2022-01-01,2025-12-31,Active
SIP1206,INV00013,117,500,2022-01-01,2025-12-31,Active
SIP1207,INV01761,138,500,2022-01-01,2025-12-31,Active
SIP1208,INV02106,119,10000,2022-01-01,2025-12-31,Active
SIP1209,INV02923,100,1000,2022-01-01,2025-12-31,Active
SIP1210,INV01651,122,10000,2022-01-01,2025-12-31,Active
SIP1211,INV02191,115,5000,2022-01-01,2025-12-31,Active
SIP1212,INV02251,117,500,2022-01-01,2025-12-31,Active
SIP1213,INV02397,113,1000,2022-01-01,2025-12-31,Active
SIP1214,INV02180,138,5000,2022-01-01,2025-12-31,Active
SIP1215,INV01333,117,1000,2022-01-01,2025-12-31,Active
SIP1216,INV00789,109,10000,2022-01-01,2025-12-31,Active
SIP1217,INV00644,130,10000,2022-01-01,2025-12-31,Active
SIP1218,INV02724,121,500,2022-01-01,2025-12-31,Active
SIP1219,INV04764,102,5000,2022-01-01,2025-12-31,Active
SIP1220,INV04730,119,1000,2022-01-01,2025-12-31,Active
SIP1221,INV00871,100,500,2022-01-01,2025-12-31,Active
SIP1222,INV00423,132,10000,2022-01-01,2025-12-31,Active
SIP1223,INV01404,134,1000,2022-01-01,2025-12-31,Active
SIP1224,INV01952,128,1000,2022-01-01,2025-12-31,Active
SIP1225,INV04826,122,1000,2022-01-01,2025-12-31,Active
SIP1226,INV02676,121,1000,2022-01-01,2025-12-31,Active
SIP1227,INV01936,116,10000,2022-01-01,2025-12-31,Active
SIP1228,INV03686,120,10000,2022-01-01,2025-12-31,Active
SIP1229,INV02643,114,5000,2022-01-01,2025-12-31,Active
SIP1230,INV04129,126,10000,2022-01-01,2025-12-31,Active
SIP1231,INV00850,110,10000,2022-01-01,2025-12-31,Active
SIP1232,INV03562,121,5000,2022-01-01,2025-12-31,Active
SIP1233,INV04193,103,1000,2022-01-01,2025-12-31,Active
SIP1234,INV04281,121,10000,2022-01-01,2025-12-31,Active
SIP1235,INV01288,106,500,2022-01-01,2025-12-31,Active
SIP1236,INV01249,132,5000,2022-01-01,2025-12-31,Active
SIP1237,INV04871,116,10000,2022-01-01,2025-12-31,Active
SIP1238,INV02356,130,1000,2022-01-01,2025-12-31,Active
SIP1239,INV01601,127,1000,2022-01-01,2025-12-31,Active
SIP1240,INV03012,123,10000,2022-01-01,2025-12-31,Active
SIP1241,INV02785,103,500,2022-01-01,2025-12-31,Active
SIP1242,INV02836,119,5000,2022-01-01,2025-12-31,Active
SIP1243,INV01397,109,500,2022-01-01,2025-12-31,Active
SIP1244,INV03097,120,500,2022-01-01,2025-12-31,Active
SIP1245,INV04939,110,500,2022-01-01,2025-12-31,Active
SIP1246,INV01843,128,500,2022-01-01,2025-12-31,Active
SIP1247,INV00905,115,1000,2022-01-01,2025-12-31,Active
SIP1248,INV04226,129,1000,2022-01-01,2025-12-31,Active
SIP1249,INV03642,127,500,2022-01-01,2025-12-31,Active
SIP1250,INV00239,124,10000,2022-01-01,2025-12-31,Active
SIP1251,INV03649,113,1000,2022-01-01,2025-12-31,Active
SIP1252,INV02464,116,10000,2022-01-01,2025-12-31,Active
SIP1253,INV03113,101,500,2022-01-01,2025-12-31,Active
SIP1254,INV02883,127,500,2022-01-01,2025-12-31,Active
SIP1255,INV01971,135,500,2022-01-01,2025-12-31,Active
SIP1256,INV00157,110,1000,2022-01-01,2025-12-31,Active
SIP1257,INV02953,113,5000,2022-01-01,2025-12-31,Active
SIP1258,INV04453,133,5000,2022-01-01,2025-12-31,Active
SIP1259,INV03606,123,500,2022-01-01,2025-12-31,Active
SIP1260,INV04183,122,5000,2022-01-01,2025-12-31,Active
SIP1261,INV03646,102,5000,2022-01-01,2025-12-31,Active
SIP1262,INV04037,112,10000,2022-01-01,2025-12-31,Active
SIP1263,INV04319,112,500,2022-01-01,2025-12-31,Active
SIP1264,INV00368,119,500,2022-01-01,2025-12-31,Active
SIP1265,INV03358,126,1000,2022-01-01,2025-12-31,Active
SIP1266,INV00758,104,5000,2022-01-01,2025-12-31,Active
SIP1267,INV04752,135,1000,2022-01-01,2025-12-31,Active
SIP1268,INV01025,111,10000,2022-01-01,2025-12-31,Active
SIP1269,INV03728,100,500,2022-01-01,2025-12-31,Active
SIP1270,INV04447,103,500,2022-01-01,2025-12-31,Active
SIP1271,INV04307,130,5000,2022-01-01,2025-12-31,Active
SIP1272,INV04692,137,10000,2022-01-01,2025-12-31,Active
SIP1273,INV00268,139,5000,2022-01-01,2025-12-31,Active
SIP1274,INV02339,126,500,2022-01-01,2025-12-31,Active
SIP1275,INV02836,116,500,2022-01-01,2025-12-31,Active
SIP1276,INV04833,120,1000,2022-01-01,2025-12-31,Active
SIP1277,INV02665,129,5000,2022-01-01,2025-12-31,Active
SIP1278,INV01082,105,1000,2022-01-01,2025-12-31,Active
SIP1279,INV00702,136,1000,2022-01-01,2025-12-31,Active
SIP1280,INV04830,138,5000,2022-01-01,2025-12-31,Active
SIP1281,INV03757,119,10000,2022-01-01,2025-12-31,Active
SIP1282,INV04074,126,500,2022-01-01,2025-12-31,Active
SIP1283,INV03817,119,500,2022-01-01,2025-12-31,Active
SIP1284,INV00610,114,1000,2022-01-01,2025-12-31,Active
SIP1285,INV04627,126,5000,2022-01-01,2025-12-31,Active
SIP1286,INV00672,125,1000,2022-01-01,2025-12-31,Active
SIP1287,INV00236,134,5000,2022-01-01,2025-12-31,Active
SIP1288,INV00630,122,5000,2022-01-01,2025-12-31,Active
SIP1289,INV03882,137,1000,2022-01-01,2025-12-31,Active
SIP1290,INV03727,118,10000,2022-01-01,2025-12-31,Active
SIP1291,INV02610,128,10000,2022-01-01,2025-12-31,Active
SIP1292,INV02579,112,5000,2022-01-01,2025-12-31,Active
SIP1293,INV00470,115,1000,2022-01-01,2025-12-31,Active
SIP1294,INV01479,123,1000,2022-01-01,2025-12-31,Active
SIP1295,INV01782,130,10000,2022-01-01,2025-12-31,Active
SIP1296,INV00438,135,500,2022-01-01,2025-12-31,Active
SIP1297,INV01131,123,5000,2022-01-01,2025-12-31,Active
SIP1298,INV04245,138,5000,2022-01-01,2025-12-31,Active
SIP1299,INV01483,116,500,2022-01-01,2025-12-31,Active
SIP1300,INV00512,106,500,2022-01-01,2025-12-31,Active
SIP1301,INV03219,136,10000,2022-01-01,2025-12-31,Active
SIP1302,INV03182,133,5000,2022-01-01,2025-12-31,Active
SIP1303,INV04207,101,10000,2022-01-01,2025-12-31,Active
SIP1304,INV01408,106,10000,2022-01-01,2025-12-31,Active
SIP1305,INV03704,134,1000,2022-01-01,2025-12-31,Active
SIP1306,INV02424,114,1000,2022-01-01,2025-12-31,Active
SIP1307,INV03062,102,1000,2022-01-01,2025-12-31,Active
