transaction_id,investor_id,amfi_code,transaction_date,transaction_type,amount,units,nav_at_transaction,state,kyc_status
TXN002789,INV00343,118840,2023-09-28,Redemption,269911.96,2894.872,217.2239,Gujarat,KYC_PENDING
TXN002790,INV00421,119551,2021-11-07,Redemption,343181.15,3451.61,290.6924,Rajasthan,KYC_PENDING
TXN002791,INV00396,120841,2024-08-12,Redemption,35301.58,484.997,164.0687,Rajasthan,KYC_VERIFIED
TXN002792,INV00151,119092,2021-12-09,SIP,116741.93,842.507,77.6981,Tamil Nadu,KYC_REJECTED
TXN002793,INV00273,118843,2023-08-07,Redemption,420956.0,3104.923,133.8906,Karnataka,KYC_VERIFIED
TXN002794,INV00404,118840,2024-09-12,SIP,205224.47,1975.448,241.9605,West Bengal,KYC_REJECTED
TXN002795,INV00460,118834,2023-06-11,Redemption,207683.95,2588.85,261.4481,Tamil Nadu,NOT_KYC
TXN002796,INV00198,118836,2020-06-08,Redemption,369113.67,5013.689,209.601,West Bengal,NOT_KYC
TXN002797,INV00101,118844,2022-07-15,Redemption,483015.71,15188.469,167.4693,Tamil Nadu,KYC_VERIFIED
TXN002798,INV00064,125497,2020-11-21,SIP,399156.38,7869.888,33.4112,Maharashtra,KYC_VERIFIED
TXN002799,INV00027,120841,2020-06-17,SIP,373486.3,2544.79,292.8831,Gujarat,NOT_KYC
TXN002800,INV00351,118837,2024-07-28,Switch,426901.23,7508.746,209.1281,Delhi,KYC_PENDING
TXN002801,INV00097,118844,2021-01-04,Lumpsum,114830.27,577.305,214.7773,Karnataka,KYC_REJECTED
TXN002802,INV00135,118834,2022-05-01,Dividend,195418.39,3410.232,180.4103,Maharashtra,KYC_REJECTED
TXN002803,INV00255,118835,2022-03-09,Lumpsum,300411.24,8284.975,294.3439,UP,KYC_VERIFIED
TXN002804,INV00243,118843,2021-07-12,SIP,378595.56,2090.13,64.972,Maharashtra,KYC_PENDING
TXN002805,INV00142,118835,2021-09-04,Redemption,196490.37,1677.208,293.4604,Maharashtra,KYC_REJECTED
TXN002806,INV00294,120503,2022-02-16,Lumpsum,199916.56,2023.437,67.5466,Maharashtra,NOT_KYC
TXN002807,INV00170,120841,2024-09-25,Dividend,213131.3,1182.85,277.3803,UP,KYC_PENDING
TXN002808,INV00491,118835,2021-07-02,Lumpsum,379693.0,14831.595,221.0828,Gujarat,KYC_PENDING
TXN002809,INV00300,120503,2023-04-01,Lumpsum,473450.67,3375.991,249.8911,Karnataka,KYC_VERIFIED
TXN002810,INV00038,120841,2020-10-10,Redemption,19511.32,144.951,296.4393,West Bengal,KYC_VERIFIED
TXN002811,INV00149,118825,2022-02-23,SIP,255059.23,1748.595,204.0724,Tamil Nadu,KYC_PENDING
TXN002812,INV00464,118842,2020-01-17,Switch,1110.7,10.613,117.8188,Maharashtra,KYC_VERIFIED
TXN002813,INV00014,118825,2020-12-26,Switch,79632.29,1422.898,230.4393,UP,KYC_REJECTED
TXN002814,INV00132,118836,2021-05-06,Dividend,80801.85,1174.111,88.9279,Delhi,KYC_VERIFIED
TXN002815,INV00112,120503,2024-07-31,Lumpsum,402844.39,3549.159,202.5631,West Bengal,KYC_VERIFIED
TXN002816,INV00247,118834,2022-07-03,Lumpsum,357767.63,17474.429,113.1022,West Bengal,KYC_REJECTED
TXN002817,INV00143,125497,2020-06-07,Redemption,310674.97,2495.828,187.7026,Tamil Nadu,KYC_PENDING
TXN002818,INV00341,118835,2021-02-25,SIP,47040.54,1226.334,286.2679,West Bengal,KYC_REJECTED
TXN002819,INV00087,118843,2023-06-10,Lumpsum,260089.62,18601.128,167.6023,Gujarat,KYC_VERIFIED
TXN002820,INV00340,120841,2024-05-07,Redemption,384296.14,4019.788,26.9632,UP,KYC_REJECTED
TXN002821,INV00365,125497,2024-09-19,Redemption,420996.02,6275.618,249.4595,UP,KYC_VERIFIED
TXN002822,INV00057,118846,2022-06-16,Redemption,35165.59,214.986,211.076,Rajasthan,KYC_REJECTED
TXN002823,INV00153,118842,2021-03-07,Lumpsum,58999.6,706.0,95.7455,Rajasthan,KYC_PENDING
TXN002824,INV00191,118845,2021-07-26,Dividend,483217.35,9548.264,38.8683,Maharashtra,KYC_REJECTED
TXN002825,INV00177,119551,2021-01-28,Dividend,428517.11,2949.533,49.22,Delhi,KYC_PENDING
TXN002826,INV00325,118842,2021-12-17,SIP,17715.35,141.577,122.7721,Tamil Nadu,KYC_VERIFIED
TXN002827,INV00417,119551,2020-12-20,Lumpsum,118048.1,632.708,159.7254,Maharashtra,NOT_KYC
TXN002828,INV00457,118834,2022-06-09,Lumpsum,487941.49,4130.533,153.1542,Rajasthan,KYC_REJECTED
TXN002830,INV00171,118834,2021-12-08,SIP,207316.74,4853.961,268.0149,Karnataka,KYC_REJECTED
TXN002831,INV00021,118842,2020-01-11,Dividend,343392.9,1954.617,61.8466,Maharashtra,KYC_VERIFIED
TXN002832,INV00301,118834,2020-09-25,Lumpsum,375025.04,3140.554,114.2144,Maharashtra,KYC_REJECTED
TXN002833,INV00037,118845,2022-12-18,Switch,15644.91,486.746,256.2625,Karnataka,KYC_VERIFIED
TXN002834,INV00239,118842,2024-11-03,Redemption,268501.81,1488.235,188.0163,Karnataka,KYC_VERIFIED
TXN002835,INV00215,118842,2021-01-27,Redemption,284080.3,13479.643,126.8383,West Bengal,NOT_KYC
TXN002836,INV00471,118840,2024-05-14,Lumpsum,19845.79,601.157,15.7702,West Bengal,KYC_VERIFIED
TXN002837,INV00008,120841,2023-11-11,Redemption,153033.74,920.559,286.0908,Tamil Nadu,NOT_KYC
TXN002838,INV00433,120503,2023-11-15,Lumpsum,347650.73,1891.167,201.7006,Rajasthan,KYC_REJECTED
TXN002839,INV00221,118835,2024-05-12,Lumpsum,383400.0,4647.136,130.5481,UP,NOT_KYC
TXN002840,INV00143,118835,2022-04-23,Lumpsum,307205.95,2108.281,98.4537,Maharashtra,KYC_VERIFIED
TXN002841,INV00482,119551,2024-09-09,Switch,348944.76,5816.954,139.7305,Gujarat,NOT_KYC
TXN002842,INV00416,119092,2020-02-05,Lumpsum,379084.07,8206.938,62.3285,West Bengal,KYC_REJECTED
TXN002843,INV00463,118834,2021-04-02,Lumpsum,240699.96,1823.24,50.9729,Delhi,KYC_PENDING
TXN002844,INV00061,118835,2021-11-05,Switch,22679.46,218.441,117.0326,Rajasthan,NOT_KYC
TXN002845,INV00010,118632,2020-03-27,Redemption,349307.69,2823.676,257.2108,Karnataka,KYC_REJECTED
TXN002846,INV00312,118839,2020-11-29,Lumpsum,322238.39,2509.678,191.3939,Delhi,KYC_VERIFIED
TXN002847,INV00066,118843,2023-09-23,Redemption,289159.94,1487.457,196.2223,Rajasthan,KYC_PENDING
TXN002848,INV00180,118632,2021-10-17,Dividend,485086.07,25410.659,15.4706,UP,KYC_VERIFIED
TXN002849,INV00485,118842,2024-04-30,Lumpsum,169564.05,5499.435,279.4028,Delhi,KYC_REJECTED
TXN002850,INV00276,120841,2021-01-29,Lumpsum,245856.49,3954.139,122.5671,West Bengal,KYC_VERIFIED
TXN002851,INV00126,119092,2023-09-29,Dividend,99420.88,1247.358,296.514,Gujarat,KYC_VERIFIED
TXN002852,INV00487,118844,2021-09-24,Redemption,88894.58,590.378,297.3339,UP,KYC_VERIFIED
TXN002853,INV00493,118632,2022-08-20,Switch,430969.15,7504.944,253.8812,UP,KYC_VERIFIED
TXN002854,INV00023,118632,2020-04-06,Redemption,211406.58,3205.154,220.0411,UP,KYC_VERIFIED
TXN002855,INV00020,125497,2022-08-26,Dividend,289012.96,7298.144,122.5397,UP,NOT_KYC
TXN002856,INV00307,118837,2022-05-06,SIP,424733.17,4591.103,16.3902,Karnataka,KYC_REJECTED
TXN002858,INV00045,118844,2021-01-17,SIP,275550.49,1394.975,100.8315,Rajasthan,KYC_VERIFIED
TXN002859,INV00300,118834,2022-01-09,Switch,281263.63,3953.81,296.7045,Rajasthan,KYC_PENDING
TXN002860,INV00069,119092,2021-06-20,Dividend,289337.53,2232.542,128.3381,Karnataka,KYC_REJECTED
TXN002861,INV00203,118839,2020-09-02,Dividend,329803.13,3581.876,82.5984,West Bengal,KYC_VERIFIED
TXN002862,INV00087,118845,2022-02-21,Lumpsum,468177.38,30315.437,244.6722,Tamil Nadu,KYC_VERIFIED
TXN002863,INV00102,118837,2022-12-18,Redemption,387012.24,3468.058,202.5209,UP,KYC_VERIFIED
TXN002864,INV00382,118839,2023-07-06,Lumpsum,492926.48,3873.683,218.5198,Maharashtra,KYC_REJECTED
TXN002865,INV00286,118843,2021-12-13,Dividend,421485.01,7580.732,34.7784,Tamil Nadu,NOT_KYC
TXN002866,INV00227,125497,2022-07-16,Dividend,422908.84,2662.384,93.6813,UP,KYC_REJECTED
TXN002867,INV00481,118825,2020-10-08,Dividend,469902.39,17470.098,202.023,Karnataka,NOT_KYC
TXN002869,INV00388,118840,2020-05-15,Lumpsum,249303.86,8298.495,191.7223,Karnataka,KYC_REJECTED
TXN002871,INV00087,118834,2020-04-30,SIP,416840.91,6670.048,168.7906,Maharashtra,KYC_VERIFIED
TXN002872,INV00127,119551,2020-06-12,Lumpsum,47279.54,1540.094,201.5453,Karnataka,KYC_REJECTED
TXN002873,INV00137,120841,2022-08-12,Lumpsum,384046.36,6683.38,140.0038,Rajasthan,KYC_VERIFIED
TXN002874,INV00380,118837,2022-02-11,Lumpsum,38212.24,419.947,176.2888,Karnataka,KYC_VERIFIED
TXN002875,INV00204,118844,2024-03-04,Redemption,414365.76,3237.303,138.5073,UP,KYC_VERIFIED
TXN002876,INV00353,118845,2020-08-01,SIP,146104.8,1172.413,212.2299,Maharashtra,KYC_REJECTED
TXN002877,INV00432,118834,2021-04-01,Redemption,471585.34,6202.367,45.1738,UP,KYC_REJECTED
TXN002878,INV00194,118845,2022-02-14,Redemption,271954.28,3084.379,188.9216,Karnataka,NOT_KYC
TXN002879,INV00368,118845,2024-09-24,Switch,283481.17,1618.361,205.4765,Rajasthan,NOT_KYC
TXN002880,INV00475,118838,2022-07-22,Dividend,460154.63,3081.382,117.6356,UP,NOT_KYC
TXN002881,INV00223,118837,2023-05-14,Switch,454350.19,8970.604,202.9592,Maharashtra,KYC_VERIFIED
TXN002882,INV00269,118841,2021-10-13,Lumpsum,17479.88,375.856,221.9901,UP,KYC_PENDING
TXN002883,INV00145,118834,2023-03-05,SIP,119782.43,643.808,218.48,Rajasthan,NOT_KYC
TXN002884,INV00027,118844,2022-10-21,Switch,202467.03,3569.713,247.5311,West Bengal,KYC_VERIFIED
TXN002885,INV00080,118839,2020-01-07,SIP,372067.95,1909.219,298.5474,Delhi,KYC_PENDING
TXN002886,INV00264,118632,2021-05-24,Switch,109318.44,784.863,179.2984,Maharashtra,KYC_PENDING
TXN002887,INV00398,125497,2023-04-20,Switch,328448.81,3833.138,229.4136,Maharashtra,KYC_REJECTED
TXN002888,INV00017,118843,2023-01-05,Switch,108036.35,873.329,178.8123,Karnataka,KYC_REJECTED
TXN002889,INV00333,119551,2022-05-04,SIP,64134.93,847.213,91.7905,Gujarat,KYC_VERIFIED
TXN002890,INV00458,118846,2020-06-10,Switch,281698.79,26625.629,168.3264,Gujarat,KYC_REJECTED
TXN002891,INV00387,118839,2022-09-26,Lumpsum,62460.81,950.731,163.245,West Bengal,KYC_REJECTED
TXN002892,INV00426,118839,2021-05-05,SIP,128421.64,660.995,82.6773,Rajasthan,KYC_PENDING
TXN002894,INV00437,118834,2020-10-19,Redemption,423662.31,4679.76,27.941,Karnataka,KYC_REJECTED
TXN002896,INV00312,118842,2024-07-16,Dividend,39715.73,211.919,293.4208,Tamil Nadu,KYC_PENDING
TXN002897,INV00332,118632,2021-05-11,Redemption,52765.04,3267.68,20.1346,Gujarat,NOT_KYC
TXN002898,INV00122,119092,2024-11-12,Lumpsum,461776.14,17051.973,293.1953,Gujarat,KYC_VERIFIED
TXN002899,INV00154,118835,2022-04-14,Redemption,417790.06,15873.903,295.963,Delhi,KYC_PENDING
TXN002900,INV00387,118837,2022-01-15,Lumpsum,293709.68,1935.617,35.2662,Rajasthan,NOT_KYC
TXN002901,INV00120,118825,2020-02-18,Dividend,345282.04,3910.634,99.2419,Rajasthan,KYC_VERIFIED
TXN002902,INV00107,119551,2020-04-21,Redemption,223504.3,5070.633,243.0168,Maharashtra,KYC_VERIFIED
TXN002903,INV00133,118845,2020-06-28,Switch,206904.01,15059.332,123.9217,Rajasthan,KYC_REJECTED
TXN002904,INV00246,118840,2024-09-24,Switch,404146.6,3799.007,38.7345,Delhi,KYC_VERIFIED
TXN002905,INV00486,118632,2021-09-24,Lumpsum,398479.5,3494.334,135.6282,Karnataka,KYC_VERIFIED
TXN002906,INV00343,118825,2021-12-09,Lumpsum,458729.16,9697.547,111.8367,Karnataka,KYC_REJECTED
TXN002907,INV00107,118835,2020-03-21,Lumpsum,473785.98,3814.717,84.6739,Rajasthan,KYC_VERIFIED
TXN002908,INV00234,119092,2024-05-15,SIP,452165.47,23378.082,96.7761,Karnataka,KYC_PENDING
TXN002909,INV00144,118840,2024-04-17,Lumpsum,476813.87,2463.712,86.9315,UP,KYC_VERIFIED
TXN002910,INV00332,118846,2023-02-22,SIP,49455.68,627.206,279.6475,Karnataka,NOT_KYC
TXN002911,INV00078,118825,2021-05-04,Lumpsum,283491.31,1713.301,242.2078,Tamil Nadu,KYC_VERIFIED
TXN002912,INV00185,118845,2021-03-26,Switch,67480.7,444.274,44.7198,Tamil Nadu,KYC_VERIFIED
TXN002913,INV00381,118845,2024-03-02,Lumpsum,54516.72,5195.056,17.7124,Tamil Nadu,KYC_PENDING
TXN002914,INV00336,118844,2020-08-18,Lumpsum,256411.74,4205.666,43.622,UP,KYC_REJECTED
TXN002915,INV00367,118632,2022-10-07,Redemption,225347.44,19603.439,189.8493,Karnataka,KYC_VERIFIED
TXN002916,INV00077,118842,2020-10-15,Lumpsum,306663.26,5743.233,295.0539,West Bengal,KYC_REJECTED
TXN002917,INV00043,119092,2021-05-24,Redemption,365961.51,6423.19,135.2134,UP,KYC_PENDING
TXN002918,INV00395,118836,2021-12-26,Lumpsum,349179.15,2382.477,299.2252,Maharashtra,KYC_REJECTED
TXN002919,INV00255,118835,2020-07-31,SIP,133596.13,869.494,134.4415,Tamil Nadu,KYC_REJECTED
TXN002920,INV00066,118846,2023-01-07,Lumpsum,87010.89,1354.626,168.746,Karnataka,NOT_KYC
TXN002921,INV00109,118825,2022-02-07,Dividend,65520.83,712.527,196.3454,UP,KYC_PENDING
TXN002922,INV00491,120841,2024-01-07,Lumpsum,81608.33,1409.029,258.2626,Delhi,NOT_KYC
TXN002923,INV00041,118844,2024-01-24,Lumpsum,107811.78,1443.707,40.168,West Bengal,KYC_PENDING
TXN002924,INV00144,118843,2024-05-12,Switch,242827.47,3196.676,12.1536,Gujarat,NOT_KYC
TXN002925,INV00110,118836,2023-11-27,Lumpsum,45594.04,746.439,11.014,UP,KYC_REJECTED
TXN002926,INV00165,118836,2023-09-29,Lumpsum,366197.75,2384.478,72.9088,Delhi,KYC_PENDING
TXN002927,INV00387,118835,2021-09-04,Lumpsum,417996.58,6658.758,118.5207,West Bengal,KYC_VERIFIED
TXN002928,INV00231,119551,2024-03-23,Switch,275289.78,3907.838,244.6403,UP,KYC_PENDING
TXN002929,INV00231,118844,2024-05-25,SIP,60882.95,332.318,132.8201,West Bengal,KYC_VERIFIED
TXN002930,INV00014,119092,2023-12-16,Lumpsum,214685.69,4559.439,251.4958,UP,KYC_VERIFIED
TXN002931,INV00244,118835,2023-06-08,Lumpsum,433011.38,6815.554,82.5934,Tamil Nadu,NOT_KYC
TXN002932,INV00388,119092,2021-12-14,Lumpsum,86362.72,7778.214,227.9282,Tamil Nadu,KYC_VERIFIED
TXN002933,INV00371,118844,2024-10-17,Switch,24010.43,182.09,257.5716,Tamil Nadu,KYC_PENDING
TXN002934,INV00321,120503,2023-04-03,SIP,413678.69,38505.911,213.9863,Gujarat,KYC_PENDING
TXN002935,INV00290,118825,2023-07-24,SIP,173079.31,3447.788,221.6292,UP,KYC_REJECTED
TXN002936,INV00086,120841,2023-04-18,Redemption,423013.42,15954.649,14.4831,Tamil Nadu,KYC_PENDING
TXN002937,INV00433,118842,2023-05-09,Redemption,280935.01,1661.062,175.931,Delhi,KYC_VERIFIED
TXN002938,INV00476,118846,2023-11-16,Lumpsum,404755.2,9618.885,239.0636,Delhi,KYC_PENDING
TXN002940,INV00026,118844,2020-08-01,Redemption,245614.11,2173.618,53.0422,Rajasthan,KYC_VERIFIED
TXN002941,INV00300,118843,2022-11-10,Redemption,445453.35,2681.04,56.8787,Maharashtra,KYC_REJECTED
TXN002942,INV00096,118837,2020-08-27,Lumpsum,473061.23,3563.224,157.9654,Rajasthan,KYC_VERIFIED
TXN002943,INV00495,119551,2023-03-18,Lumpsum,291898.49,2436.73,276.3148,Karnataka,NOT_KYC
TXN002944,INV00121,119092,2022-02-03,Redemption,496207.3,7497.578,277.1132,UP,KYC_PENDING
TXN002945,INV00411,118842,2020-09-14,SIP,348598.1,2272.189,52.3374,Rajasthan,KYC_REJECTED
TXN002946,INV00118,118835,2022-12-03,Lumpsum,344945.04,1748.28,280.0634,UP,KYC_REJECTED
TXN002947,INV00482,118840,2023-07-11,Lumpsum,245374.09,1498.046,222.3265,West Bengal,KYC_REJECTED
TXN002948,INV00042,118846,2024-04-03,Lumpsum,448733.4,4800.817,262.1661,UP,KYC_VERIFIED
TXN002949,INV00043,120503,2022-08-15,SIP,492450.26,9100.2,64.7104,Rajasthan,KYC_PENDING
TXN002950,INV00241,118838,2023-07-02,Lumpsum,74699.0,1544.035,13.1914,West Bengal,KYC_VERIFIED
TXN002951,INV00279,118838,2021-10-18,Redemption,266773.72,2967.835,247.2279,Karnataka,KYC_VERIFIED
TXN002952,INV00033,118834,2023-01-14,Redemption,233406.14,3445.571,258.8948,Karnataka,KYC_VERIFIED
TXN002953,INV00314,118843,2024-04-05,Lumpsum,250362.26,2027.095,269.3932,Tamil Nadu,NOT_KYC
TXN002954,INV00106,118837,2023-10-07,Lumpsum,290538.77,3424.388,123.0967,Gujarat,KYC_REJECTED
TXN002955,INV00231,119092,2021-07-24,Lumpsum,111902.77,7767.168,231.7085,Maharashtra,KYC_VERIFIED
TXN002956,INV00056,118845,2023-01-24,SIP,29517.54,163.578,81.9248,Tamil Nadu,KYC_PENDING
TXN002957,INV00178,118835,2024-09-11,Lumpsum,136053.27,703.437,174.8818,West Bengal,KYC_VERIFIED
TXN002958,INV00329,118843,2023-05-29,Switch,312875.07,2976.61,202.5375,West Bengal,KYC_VERIFIED
TXN002959,INV00123,118841,2023-05-09,Redemption,56838.38,473.532,271.8691,Maharashtra,KYC_PENDING
TXN002960,INV00490,118835,2022-01-21,Lumpsum,301423.63,19525.212,298.6646,Gujarat,KYC_VERIFIED
TXN002961,INV00490,118843,2020-04-05,SIP,304341.59,3415.123,104.5028,Karnataka,KYC_REJECTED
TXN002962,INV00459,118844,2023-12-07,Lumpsum,108364.83,4121.223,146.4851,Tamil Nadu,NOT_KYC
TXN002963,INV00359,118839,2021-08-12,Lumpsum,9095.66,62.969,139.6171,Maharashtra,KYC_VERIFIED
TXN002965,INV00320,118841,2020-08-13,Redemption,29164.52,363.603,15.121,West Bengal,KYC_REJECTED
TXN002966,INV00169,125497,2024-08-26,Lumpsum,419516.39,2841.84,93.898,Gujarat,KYC_VERIFIED
TXN002967,INV00044,118838,2023-12-30,Dividend,266725.1,3366.856,254.2487,Rajasthan,NOT_KYC
TXN002968,INV00131,118837,2021-06-08,Switch,442251.19,2308.957,40.7386,Tamil Nadu,NOT_KYC
TXN002969,INV00241,118843,2023-01-27,Dividend,257227.21,1462.307,298.0442,Delhi,KYC_PENDING
TXN002970,INV00418,120503,2020-06-14,Lumpsum,299312.1,20862.516,191.972,Karnataka,NOT_KYC
TXN002971,INV00168,118840,2020-09-20,Redemption,125165.38,678.874,167.8388,Karnataka,KYC_REJECTED
TXN002972,INV00051,119092,2020-12-04,Redemption,368993.78,2148.501,168.2004,UP,KYC_REJECTED
TXN002973,INV00223,118835,2021-09-29,SIP,63843.45,2954.525,262.2474,Tamil Nadu,KYC_VERIFIED
TXN002974,INV00048,118846,2022-06-27,Lumpsum,440907.38,5931.3,96.4952,West Bengal,KYC_REJECTED
TXN002975,INV00409,118836,2024-06-21,Redemption,492368.02,18463.337,123.3742,Gujarat,KYC_REJECTED
TXN002976,INV00425,118846,2020-02-06,Lumpsum,485168.63,31648.75,264.7466,Maharashtra,KYC_VERIFIED
TXN002977,INV00217,118836,2023-08-13,Lumpsum,150699.44,1130.177,277.8502,Tamil Nadu,KYC_VERIFIED
TXN002978,INV00315,118840,2021-12-16,Switch,123458.72,747.46,285.7538,Delhi,KYC_REJECTED
TXN002979,INV00206,120503,2022-07-25,Switch,450388.99,5792.138,54.0055,Gujarat,KYC_VERIFIED
TXN002980,INV00429,125497,2020-01-29,Redemption,483698.04,4772.31,182.1807,Maharashtra,NOT_KYC
TXN002981,INV00068,118838,2024-05-23,Lumpsum,278929.13,3483.735,26.933,UP,NOT_KYC
TXN002982,INV00346,118844,2021-04-23,Redemption,218062.58,1457.281,24.1549,Karnataka,KYC_REJECTED
TXN002983,INV00215,120841,2020-10-26,Redemption,230030.64,5405.943,258.3979,Delhi,KYC_VERIFIED
TXN002984,INV00323,125497,2022-05-09,Switch,1110.85,25.866,130.8306,West Bengal,KYC_REJECTED
TXN002985,INV00497,118632,2024-09-11,Redemption,448716.63,15617.43,107.2853,Gujarat,KYC_PENDING
TXN002986,INV00498,118841,2024-09-27,Dividend,441168.74,12853.762,68.6535,Tamil Nadu,KYC_VERIFIED
TXN002987,INV00115,120503,2020-12-06,SIP,162485.57,2606.936,299.2748,Rajasthan,NOT_KYC
TXN002988,INV00474,118836,2020-02-04,Redemption,390533.88,7537.035,42.8259,Karnataka,KYC_VERIFIED
TXN002989,INV00436,118839,2021-08-27,Redemption,348687.46,7967.447,253.7113,UP,KYC_VERIFIED
TXN002990,INV00278,118825,2023-11-06,Lumpsum,53695.66,973.224,93.4298,Tamil Nadu,KYC_VERIFIED
TXN002991,INV00301,118838,2020-11-03,Redemption,410337.01,7056.722,285.8594,UP,KYC_VERIFIED
TXN002992,INV00368,118839,2022-02-25,SIP,97456.11,1971.859,48.4463,Karnataka,NOT_KYC
TXN002993,INV00002,118844,2023-12-31,SIP,390839.56,3643.84,262.1092,Karnataka,KYC_VERIFIED
TXN002994,INV00345,118837,2022-09-29,SIP,131797.28,729.924,284.897,West Bengal,KYC_VERIFIED
TXN002995,INV00455,125497,2020-07-31,Lumpsum,272595.71,4182.869,257.9149,Karnataka,NOT_KYC
TXN002996,INV00137,118845,2023-12-31,Redemption,36657.33,282.839,266.0056,Rajasthan,NOT_KYC
TXN002997,INV00104,118845,2024-03-26,Redemption,355817.44,3716.116,39.9463,UP,KYC_VERIFIED
TXN002998,INV00354,120841,2020-03-29,Switch,114463.26,809.087,45.421,UP,KYC_VERIFIED
TXN002999,INV00370,118839,2021-12-06,Lumpsum,489755.47,9882.832,11.6864,Tamil Nadu,KYC_PENDING
TXN003000,INV00231,118836,2020-12-31,SIP,64967.91,751.426,121.6667,Delhi,KYC_PENDING
TXN003001,INV00183,118825,2024-02-16,SIP,399814.37,2436.297,190.5443,UP,KYC_PENDING
TXN003002,INV00315,118632,2020-05-15,Lumpsum,34821.0,370.567,254.9354,Delhi,KYC_VERIFIED
TXN003003,INV00065,118840,2024-07-20,SIP,235844.27,1806.804,217.0671,Karnataka,KYC_VERIFIED
TXN003004,INV00126,118842,2024-04-04,SIP,417557.54,23696.42,21.6353,Karnataka,KYC_VERIFIED
TXN003005,INV00096,118835,2022-03-14,SIP,18415.76,266.298,108.7187,Rajasthan,NOT_KYC
TXN003006,INV00011,118844,2024-07-18,Lumpsum,200551.83,1756.475,183.1794,Delhi,NOT_KYC
TXN003007,INV00272,125497,2020-10-04,Lumpsum,229957.76,1377.456,272.6936,Maharashtra,KYC_PENDING
TXN003008,INV00271,118837,2024-06-04,Dividend,107626.27,948.795,279.3303,UP,NOT_KYC
TXN003009,INV00237,118846,2024-07-31,Switch,362691.6,2253.767,101.1925,Delhi,KYC_REJECTED
TXN003010,INV00052,118838,2023-05-05,Lumpsum,477507.85,5276.104,231.1439,Tamil Nadu,KYC_VERIFIED
TXN003011,INV00298,118837,2023-11-01,SIP,118610.68,623.166,127.8009,Gujarat,NOT_KYC
TXN003012,INV00075,118844,2023-10-26,Lumpsum,474289.21,9380.398,216.9641,Gujarat,KYC_REJECTED
TXN003013,INV00408,118836,2021-07-24,Lumpsum,227322.42,2033.025,162.3246,Rajasthan,KYC_REJECTED
TXN003014,INV00135,118836,2021-09-08,Lumpsum,485334.79,14965.55,116.7143,Tamil Nadu,KYC_REJECTED
TXN003015,INV00029,118845,2020-07-09,Switch,128733.72,5798.562,68.8645,Karnataka,KYC_VERIFIED
TXN003016,INV00145,118834,2022-12-31,Redemption,65259.13,2045.742,232.1717,Delhi,KYC_REJECTED
TXN003017,INV00487,118838,2021-10-22,Lumpsum,132334.03,733.961,220.0741,Karnataka,KYC_PENDING
TXN003020,INV00289,118842,2021-12-04,SIP,484292.79,2931.92,35.2915,Delhi,KYC_REJECTED
TXN003021,INV00043,125497,2022-11-24,Dividend,467456.77,2754.507,71.1225,West Bengal,KYC_VERIFIED
TXN003022,INV00327,118841,2021-04-28,Redemption,311392.32,4177.08,115.3415,Rajasthan,KYC_REJECTED
TXN003023,INV00213,119092,2021-12-09,Lumpsum,47414.77,486.23,155.6458,Rajasthan,NOT_KYC
TXN003024,INV00386,125497,2020-05-26,Redemption,235004.8,1263.914,205.7253,Tamil Nadu,KYC_VERIFIED
TXN003025,INV00462,118834,2024-08-02,Lumpsum,252946.91,4137.533,115.1542,West Bengal,KYC_VERIFIED
TXN003026,INV00333,118835,2023-04-28,SIP,301467.89,12971.366,85.2815,Delhi,KYC_PENDING
TXN003027,INV00410,118844,2021-06-19,SIP,161062.1,5974.301,200.0776,Tamil Nadu,KYC_VERIFIED
TXN003028,INV00258,118846,2023-11-07,Lumpsum,399983.97,3437.168,69.2974,Tamil Nadu,KYC_VERIFIED
TXN003029,INV00294,118838,2024-11-29,Dividend,303515.96,2383.31,77.919,Tamil Nadu,KYC_PENDING
TXN003030,INV00473,120841,2023-12-29,Lumpsum,20271.36,114.771,244.7297,Rajasthan,NOT_KYC
TXN003031,INV00419,118845,2022-06-17,Redemption,23291.17,132.751,68.3834,Tamil Nadu,KYC_REJECTED
TXN003032,INV00031,125497,2022-02-13,SIP,353891.21,2591.01,183.5176,UP,NOT_KYC
TXN003033,INV00338,118834,2021-11-02,Redemption,345556.35,7644.274,203.062,West Bengal,KYC_REJECTED
TXN003034,INV00187,119551,2024-02-05,Redemption,58070.27,315.329,25.0211,Tamil Nadu,KYC_VERIFIED
TXN003035,INV00374,118834,2021-06-01,Lumpsum,342443.28,4082.566,178.6309,UP,KYC_VERIFIED
TXN003036,INV00153,118840,2022-08-31,Lumpsum,317523.44,22134.177,192.6521,Gujarat,KYC_REJECTED
TXN003037,INV00134,125497,2021-01-10,Redemption,60200.8,315.235,228.8448,UP,KYC_PENDING
TXN003038,INV00117,119551,2024-12-27,Lumpsum,430560.13,14767.054,245.0361,West Bengal,KYC_VERIFIED
TXN003039,INV00306,118837,2020-01-02,Lumpsum,77488.24,479.189,13.9857,Delhi,NOT_KYC
TXN003040,INV00258,120503,2022-08-05,Lumpsum,79909.87,504.083,177.2153,Tamil Nadu,KYC_REJECTED
TXN003041,INV00199,118844,2024-02-05,Dividend,355679.28,2966.111,14.2161,Maharashtra,NOT_KYC
TXN003042,INV00272,118837,2024-04-23,Redemption,444681.23,6929.913,100.3754,Delhi,KYC_VERIFIED
